lead_id,domain,final_url,http_status,bytes,page_count,fetch_status,error_detail
1257,gf84.com,,,0,0,blocked,http: peer closed connection without sending complete message body (incomplete chunked read)
1302,rmtclinic.net,,,0,0,timeout,http: 
1342,mottershead.it,,,0,0,timeout,http: 
1350,publiclandmatters.org,,,0,0,timeout,http: 
1378,perfectcircle.nz,,,0,0,timeout,http: 
1381,conchwindows.com,,,0,0,timeout,http: 
1392,hospitalityplusplus.com,http://hospitalityplusplus.com/,200,114,1,ok,https: 
1395,farmauchytilovi.cz,http://farmauchytilovi.cz/,502,17339,1,ok,https: 
1428,reimailpros.com,,,0,0,timeout,http: 
1463,kahvemalzemeleri.com,,,0,0,timeout,http: 
1468,daneshandishan.com,http://daneshandishan.com/,503,114,1,ok,https: 
1499,fazcity.com,http://fazcity.com/,503,114,1,ok,https: 
1541,geol.by,http://geol.by/,200,328278,2,ok,https: 
1556,spw-c.com,,,0,0,timeout,http: 
1562,liquorbarn901.com,,,0,0,timeout,http: 
1566,vyoguatemala.com,,,0,0,timeout,http: 
1567,acord-line.ro,http://acord-line.ro/,200,119971,1,ok,https: 
1612,arshadtech.com,http://arshadtech.com/,503,114,1,ok,https: 
1621,sallyteam.com,,,0,0,timeout,http: 
1625,twelvestoneshse.org,http://twelvestoneshse.org/,200,114,1,ok,https: 
1627,digigalaxyco.com,http://digigalaxyco.com/,503,118,1,ok,https: 
1633,safarinortherntour.com,,,0,0,timeout,http: 
1651,olonola.com,,,0,0,timeout,http: 
1652,pharmagratis.com,,,0,0,timeout,http: 
707,ultradach.pl,,,0,0,timeout,http: 
709,23fab.com,,,0,0,timeout,http: 
711,skinfactorycr.com,,,0,0,timeout,http: 
714,themerchstudio.cl,,,0,0,timeout,http: 
722,trappenmaat.be,,,0,0,timeout,http: 
724,westernauctions.ca,,,0,0,timeout,http: 
728,beymaral-honey.com,,,0,0,timeout,http: 
731,sakeking.hk,,,0,0,timeout,http: 
733,vestelpakistan.com,,,0,0,timeout,http: 
734,ariadneparis.com,,,0,0,timeout,http: 
738,divafur.com,,,0,0,timeout,http: 
739,hyrla.pl,,,0,0,timeout,http: 
752,truckamuck.com,,,0,0,timeout,http: 
754,valordoor.com,http://valordoor.com/,202,169,1,ok,https: 
759,simiobasan.ca,,,0,0,timeout,http: 
761,christianroyalty.co.za,,,0,0,timeout,http: 
763,drivematecarrentals.com,http://drivematecarrentals.com/,202,168,1,ok,https: 
765,peptideminds.com,,,0,0,timeout,http: 
770,houseofbeans.co,,,0,0,timeout,http: 
774,hemp-angels.hu,http://hemp-angels.hu/,202,169,1,ok,https: 
777,butforthem.com,,,0,0,timeout,http: 
782,www.4uviplogo.com,,,0,0,timeout,http: 
788,aubouquets.ca,,,0,0,timeout,http: 
789,leafandiron.com,,,0,0,timeout,http: 
791,tintdizajn.hr,,,0,0,timeout,http: 
792,serwissejfow.pl,,,0,0,timeout,http: 
794,ayoshin.com,http://ayoshin.com/,503,114,1,ok,https: 
795,mobilityonthemove.co.uk,,,0,0,timeout,http: 
798,himkan.com,http://www.himkan.com/,200,382431,2,ok,https: 
800,booksplaces.com,,,0,0,timeout,http: 
804,hollycreeksoap.com,,,0,0,timeout,http: 
806,tellusfilters.com,http://tellusfilters.com/,403,103,1,blocked,http_403
810,enzosbp.com,,,0,0,timeout,http: 
811,bricobro.com,,,0,0,timeout,http: 
815,piecenapelletitalia.pl,http://piecenapelletitalia.pl/,202,169,1,ok,https: 
822,tupperstars.sk,http://tupperstars.sk/,200,256742,1,ok,https: 
823,motoposlovalnica.si,,,0,0,timeout,http: 
826,mandycamerondesigns.com,http://mandycamerondesigns.com/,202,168,1,ok,https: 
827,propolymersource.com,,,0,0,timeout,http: 
829,mvmavia.ru,,,0,0,timeout,http: 
830,2agna.com,,,0,0,timeout,http: 
832,service-balauseri.ro,,,0,0,timeout,http: 
833,fanshopgloriabistrita.ro,,,0,0,timeout,http: 
834,hallokraamcadeau.nl,,,0,0,timeout,http: 
836,tigrbusiness.ru,,,0,0,timeout,http: 
839,dcni.co.uk,,,0,0,timeout,http: 
840,sunandfinecrop.com,http://sunandfinecrop.com/,200,32012,1,ok,https: 
842,imbertmnif.com,,,0,0,timeout,http: 
843,luminariasled5v.com,,,0,0,timeout,http: 
844,evidencesystem.ca,,,0,0,timeout,http: 
845,maskirajse.rs,,,0,0,timeout,http: 
847,ansen.ro,,,0,0,timeout,http: 
850,croccacoccole.com,,,0,0,timeout,http: 
852,goafricaexpeditions.com,,,0,0,timeout,http: 
858,www.n5.com.ua,,,0,0,timeout,http: 
859,zayleather.com,,,0,0,timeout,http: 
861,rccgfaitharena.com,,,0,0,timeout,http: 
865,onagitv.com,,,0,0,timeout,http: 
869,supermarketgio.ro,,,0,0,timeout,http: 
870,www.unbrokn.fr,,,0,0,timeout,http: 
873,www.rosita-chocolat.fr,,,0,0,timeout,http: 
875,www.zetaeffeshop.it,http://www.zetaeffeshop.it/,200,58463,1,ok,https: 
879,stomec.com,,,0,0,timeout,http: 
880,wetapcards.com,,,0,0,timeout,http: 
887,nudetoneboutique.com,,,0,0,timeout,http: 
890,boxking.co.za,,,0,0,timeout,http: 
891,goatmarine.co.uk,http://goatmarine.co.uk/cgi-sys/suspendedpage.cgi,200,7626,1,ok,https: 
892,www.mystiqueerotica.com,,,0,0,timeout,http: 
894,www.bellematizz.com,http://www.bellematizz.com/,200,193076,1,ok,https: ; page2_error:
895,www.cobaltoamalfi.it,,,0,0,timeout,http: 
898,agencyworldinternet.com,http://agencyworldinternet.com/,404,1251,1,ok,https: 
899,globalfinelistings.com,,,0,0,timeout,http: 
901,spiceofeastafrica.com,http://spiceofeastafrica.com/,202,168,1,ok,https: 
903,keytostay.com,,,0,0,timeout,http: 
904,theimecompany.com,,,0,0,timeout,http: 
905,thelifecareexperts.com,,,0,0,timeout,http: 
906,fantomtakelag.tech,,,0,0,timeout,http: 
908,betterbuysintl.com,,,0,0,timeout,http: 
910,mondaystuff.com,,,0,0,timeout,http: 
911,decopierrenature.com,,,0,0,timeout,http: 
912,petiteminiaturepaws.com,http://petiteminiaturepaws.com/,200,163,1,ok,https: 
914,osskaters.com,,,0,0,timeout,http: 
915,carrepertoire.com,,,0,0,timeout,http: 
916,timstoursnyc.com,,,0,0,timeout,http: 
917,am-devices.com,,,0,0,timeout,http: 
918,fineartsinvestments.com,http://fineartsinvestments.com/,403,5717,1,blocked,http_403
919,sandyrosesportcollections.com,http://sandyrosesportcollections.com/,202,169,1,ok,https: 
920,aacharyskitchen.com,,,0,0,timeout,http: 
922,alassalicare.com,,,0,0,timeout,http: 
923,altheaagewell.com,http://altheaagewell.com/,202,168,1,ok,https: 
926,northernproxy.com,,,0,0,timeout,http: 
932,rb-community.com,,,0,0,timeout,http: 
934,egmdistro.com,http://egmdistro.com/,202,168,1,ok,https: 
939,luxvitta.com,,,0,0,timeout,http: 
940,marasparlatemizlik.com,,,0,0,timeout,http: 
941,sitcomsa.com,http://sitcomsa.com/,200,236127,1,ok,https: 
944,blueridgemeds.com,,,0,0,timeout,http: 
946,venueshine.com,,,0,0,timeout,http: 
947,aacprofessionals.com,,,0,0,timeout,http: 
951,madebylalawatts.com,,,0,0,timeout,http: 
952,www.good4ulabs.com,,,0,0,timeout,http: 
954,wahltonsaus.com,,,0,0,timeout,http: 
956,wildernesssmokehaus.com,,,0,0,timeout,http: 
958,jobsiteshield.com,,,0,0,timeout,http: 
960,newageceiling.in,http://newageceiling.in/,200,164360,2,ok,https: 
961,kalyan-spirit.ru,,,0,0,timeout,http: 
962,verduijnbros.com,http://verduijnbros.com/,403,21,1,blocked,http_403
964,vitagenx.ro,,,0,0,timeout,http: 
966,www.vivaanlifestyle.com,,,0,0,timeout,http: 
968,ratita-presumida.com,,,0,0,timeout,http: 
969,duratagroup.com,,,0,0,timeout,http: 
970,www.silentmillbrew.co,,,0,0,timeout,http: 
971,varese-corsi.it,,,0,0,timeout,http: 
974,theintersectclub.com,,,0,0,timeout,http: 
977,macmediapublishing.com,http://macmediapublishing.com/,202,168,1,ok,https: 
979,akademiabehawioryzmu.pl,,,0,0,timeout,http: 
980,hranacurata.ro,,,0,0,timeout,http: 
985,www.nevby.hu,,,0,0,timeout,http: 
986,jamaicandiamond.com,,,0,0,timeout,http: 
989,bottarishop.ro,,,0,0,timeout,http: 
990,www.amerinet-gpo.com,,,0,0,timeout,http: 
991,web.likeshop.mx,http://web.likeshop.mx/,401,5434,1,ok,https: 
993,abeehawardrobe.com,,,0,0,timeout,http: 
996,audiolivecenter.com,http://audiolivecenter.com/,200,536454,2,ok,https: 
